query_index,query_id,query_class,rank,candidate_id,candidate_class,precision,recall
412,4_11_s,4,1,4_26_s,4,1.0,0.034482758620689655
412,4_11_s,4,2,2_9_s,2,0.5,0.034482758620689655
412,4_11_s,4,3,4_14_s,4,0.6666666666666666,0.06896551724137931
412,4_11_s,4,4,4_16_s,4,0.75,0.10344827586206896
412,4_11_s,4,5,4_17_s,4,0.8,0.13793103448275862
412,4_11_s,4,6,1_28_s,1,0.6666666666666666,0.13793103448275862
412,4_11_s,4,7,4_12_s,4,0.7142857142857143,0.1724137931034483
412,4_11_s,4,8,4_10_s,4,0.75,0.20689655172413793
412,4_11_s,4,9,19_28_s,19,0.6666666666666666,0.20689655172413793
412,4_11_s,4,10,4_13_s,4,0.7,0.2413793103448276
412,4_11_s,4,11,4_7_s,4,0.7272727272727273,0.27586206896551724
412,4_11_s,4,12,4_15_s,4,0.75,0.3103448275862069
412,4_11_s,4,13,6_18_s,6,0.6923076923076923,0.3103448275862069
412,4_11_s,4,14,3_1_s,3,0.6428571428571429,0.3103448275862069
412,4_11_s,4,15,4_9_s,4,0.6666666666666666,0.3448275862068966
412,4_11_s,4,16,2_5_s,2,0.625,0.3448275862068966
412,4_11_s,4,17,5_7_s,5,0.5882352941176471,0.3448275862068966
412,4_11_s,4,18,9_18_s,9,0.5555555555555556,0.3448275862068966
412,4_11_s,4,19,4_30_s,4,0.5789473684210527,0.3793103448275862
412,4_11_s,4,20,3_13_s,3,0.55,0.3793103448275862
580,9_28_s,9,1,9_17_s,9,1.0,0.034482758620689655
580,9_28_s,9,2,9_22_s,9,1.0,0.06896551724137931
580,9_28_s,9,3,12_20_s,12,0.6666666666666666,0.06896551724137931
580,9_28_s,9,4,12_19_s,12,0.5,0.06896551724137931
580,9_28_s,9,5,14_7_s,14,0.4,0.06896551724137931
580,9_28_s,9,6,9_29_s,9,0.5,0.10344827586206896
580,9_28_s,9,7,1_15_s,1,0.42857142857142855,0.10344827586206896
580,9_28_s,9,8,1_13_s,1,0.375,0.10344827586206896
580,9_28_s,9,9,1_6_s,1,0.3333333333333333,0.10344827586206896
580,9_28_s,9,10,9_30_s,9,0.4,0.13793103448275862
580,9_28_s,9,11,10_26_s,10,0.36363636363636365,0.13793103448275862
580,9_28_s,9,12,14_8_s,14,0.3333333333333333,0.13793103448275862
580,9_28_s,9,13,14_5_s,14,0.3076923076923077,0.13793103448275862
580,9_28_s,9,14,1_4_s,1,0.2857142857142857,0.13793103448275862
580,9_28_s,9,15,14_11_s,14,0.26666666666666666,0.13793103448275862
580,9_28_s,9,16,5_30_s,5,0.25,0.13793103448275862
580,9_28_s,9,17,19_22_s,19,0.23529411764705882,0.13793103448275862
580,9_28_s,9,18,16_20_s,16,0.2222222222222222,0.13793103448275862
580,9_28_s,9,19,2_22_s,2,0.21052631578947367,0.13793103448275862
580,9_28_s,9,20,9_18_s,9,0.25,0.1724137931034483
521,7_29_s,7,1,7_6_s,7,1.0,0.034482758620689655
521,7_29_s,7,2,7_28_s,7,1.0,0.06896551724137931
521,7_29_s,7,3,7_18_s,7,1.0,0.10344827586206896
521,7_29_s,7,4,8_19_s,8,0.75,0.10344827586206896
521,7_29_s,7,5,17_4_s,17,0.6,0.10344827586206896
521,7_29_s,7,6,8_15_s,8,0.5,0.10344827586206896
521,7_29_s,7,7,7_25_s,7,0.5714285714285714,0.13793103448275862
521,7_29_s,7,8,6_27_s,6,0.5,0.13793103448275862
521,7_29_s,7,9,8_26_s,8,0.4444444444444444,0.13793103448275862
521,7_29_s,7,10,16_30_s,16,0.4,0.13793103448275862
521,7_29_s,7,11,14_15_s,14,0.36363636363636365,0.13793103448275862
521,7_29_s,7,12,7_19_s,7,0.4166666666666667,0.1724137931034483
521,7_29_s,7,13,13_27_s,13,0.38461538461538464,0.1724137931034483
521,7_29_s,7,14,7_8_s,7,0.42857142857142855,0.20689655172413793
521,7_29_s,7,15,7_12_s,7,0.4666666666666667,0.2413793103448276
521,7_29_s,7,16,7_9_s,7,0.5,0.27586206896551724
521,7_29_s,7,17,13_7_s,13,0.47058823529411764,0.27586206896551724
521,7_29_s,7,18,12_9_s,12,0.4444444444444444,0.27586206896551724
521,7_29_s,7,19,16_24_s,16,0.42105263157894735,0.27586206896551724
521,7_29_s,7,20,6_1_s,6,0.4,0.27586206896551724
284,19_23_s,19,1,19_14_s,19,1.0,0.034482758620689655
284,19_23_s,19,2,10_6_s,10,0.5,0.034482758620689655
284,19_23_s,19,3,19_25_s,19,0.6666666666666666,0.06896551724137931
284,19_23_s,19,4,1_3_s,1,0.5,0.06896551724137931
284,19_23_s,19,5,10_10_s,10,0.4,0.06896551724137931
284,19_23_s,19,6,10_7_s,10,0.3333333333333333,0.06896551724137931
284,19_23_s,19,7,9_6_s,9,0.2857142857142857,0.06896551724137931
284,19_23_s,19,8,10_12_s,10,0.25,0.06896551724137931
284,19_23_s,19,9,2_5_s,2,0.2222222222222222,0.06896551724137931
284,19_23_s,19,10,5_22_s,5,0.2,0.06896551724137931
284,19_23_s,19,11,2_23_s,2,0.18181818181818182,0.06896551724137931
284,19_23_s,19,12,10_3_s,10,0.16666666666666666,0.06896551724137931
284,19_23_s,19,13,9_12_s,9,0.15384615384615385,0.06896551724137931
