query_index,query_id,query_class,rank,candidate_id,candidate_class,precision,recall
166,15_1_s,15,1,7_7_s,7,0.0,0.0
166,15_1_s,15,2,7_5_s,7,0.0,0.0
166,15_1_s,15,3,7_1_s,7,0.0,0.0
166,15_1_s,15,4,8_21_s,8,0.0,0.0
166,15_1_s,15,5,7_16_s,7,0.0,0.0
166,15_1_s,15,6,17_23_s,17,0.0,0.0
166,15_1_s,15,7,16_13_s,16,0.0,0.0
166,15_1_s,15,8,7_23_s,7,0.0,0.0
166,15_1_s,15,9,6_22_s,6,0.0,0.0
166,15_1_s,15,10,6_15_s,6,0.0,0.0
166,15_1_s,15,11,8_4_s,8,0.0,0.0
166,15_1_s,15,12,7_2_s,7,0.0,0.0
166,15_1_s,15,13,17_30_s,17,0.0,0.0
166,15_1_s,15,14,17_5_s,17,0.0,0.0
166,15_1_s,15,15,20_14_s,20,0.0,0.0
166,15_1_s,15,16,7_3_s,7,0.0,0.0
166,15_1_s,15,17,2_12_s,2,0.0,0.0
166,15_1_s,15,18,7_15_s,7,0.0,0.0
166,15_1_s,15,19,12_13_s,12,0.0,0.0
166,15_1_s,15,20,3_30_s,3,0.0,0.0
238,17_8_s,17,1,17_25_s,17,1.0,0.034482758620689655
238,17_8_s,17,2,17_15_s,17,1.0,0.06896551724137931
238,17_8_s,17,3,18_1_s,18,0.6666666666666666,0.06896551724137931
238,17_8_s,17,4,19_8_s,19,0.5,0.06896551724137931
238,17_8_s,17,5,7_3_s,7,0.4,0.06896551724137931
238,17_8_s,17,6,17_18_s,17,0.5,0.10344827586206896
238,17_8_s,17,7,7_1_s,7,0.42857142857142855,0.10344827586206896
238,17_8_s,17,8,14_4_s,14,0.375,0.10344827586206896
238,17_8_s,17,9,2_12_s,2,0.3333333333333333,0.10344827586206896
238,17_8_s,17,10,17_23_s,17,0.4,0.13793103448275862
238,17_8_s,17,11,12_1_s,12,0.36363636363636365,0.13793103448275862
238,17_8_s,17,12,3_30_s,3,0.3333333333333333,0.13793103448275862
238,17_8_s,17,13,19_11_s,19,0.3076923076923077,0.13793103448275862
238,17_8_s,17,14,7_15_s,7,0.2857142857142857,0.13793103448275862
238,17_8_s,17,15,19_12_s,19,0.26666666666666666,0.13793103448275862
238,17_8_s,17,16,8_21_s,8,0.25,0.13793103448275862
238,17_8_s,17,17,8_30_s,8,0.23529411764705882,0.13793103448275862
238,17_8_s,17,18,20_14_s,20,0.2222222222222222,0.13793103448275862
238,17_8_s,17,19,7_14_s,7,0.21052631578947367,0.13793103448275862
238,17_8_s,17,20,7_5_s,7,0.2,0.13793103448275862
38,11_16_s,11,1,4_18_s,4,0.0,0.0
38,11_16_s,11,2,11_10_s,11,0.5,0.034482758620689655
38,11_16_s,11,3,4_17_s,4,0.3333333333333333,0.034482758620689655
38,11_16_s,11,4,16_23_s,16,0.25,0.034482758620689655
38,11_16_s,11,5,14_15_s,14,0.2,0.034482758620689655
38,11_16_s,11,6,4_5_s,4,0.16666666666666666,0.034482758620689655
38,11_16_s,11,7,10_17_s,10,0.14285714285714285,0.034482758620689655
38,11_16_s,11,8,11_27_s,11,0.25,0.06896551724137931
38,11_16_s,11,9,16_24_s,16,0.2222222222222222,0.06896551724137931
38,11_16_s,11,10,17_24_s,17,0.2,0.06896551724137931
38,11_16_s,11,11,14_20_s,14,0.18181818181818182,0.06896551724137931
38,11_16_s,11,12,11_23_s,11,0.25,0.10344827586206896
38,11_16_s,11,13,10_29_s,10,0.23076923076923078,0.10344827586206896
38,11_16_s,11,14,10_13_s,10,0.21428571428571427,0.10344827586206896
38,11_16_s,11,15,17_29_s,17,0.2,0.10344827586206896
38,11_16_s,11,16,10_27_s,10,0.1875,0.10344827586206896
38,11_16_s,11,17,3_1_s,3,0.17647058823529413,0.10344827586206896
38,11_16_s,11,18,14_23_s,14,0.16666666666666666,0.10344827586206896
38,11_16_s,11,19,12_9_s,12,0.15789473684210525,0.10344827586206896
38,11_16_s,11,20,19_28_s,19,0.15,0.10344827586206896
239,17_9_s,17,1,3_28_s,3,0.0,0.0
239,17_9_s,17,2,19_12_s,19,0.0,0.0
239,17_9_s,17,3,17_15_s,17,0.3333333333333333,0.034482758620689655
239,17_9_s,17,4,17_17_s,17,0.5,0.06896551724137931
239,17_9_s,17,5,17_16_s,17,0.6,0.10344827586206896
239,17_9_s,17,6,17_14_s,17,0.6666666666666666,0.13793103448275862
239,17_9_s,17,7,19_5_s,19,0.5714285714285714,0.13793103448275862
239,17_9_s,17,8,17_18_s,17,0.625,0.1724137931034483
239,17_9_s,17,9,17_10_s,17,0.6666666666666666,0.20689655172413793
239,17_9_s,17,10,17_11_s,17,0.7,0.2413793103448276
239,17_9_s,17,11,19_1_s,19,0.6363636363636364,0.2413793103448276
239,17_9_s,17,12,4_28_s,4,0.5833333333333334,0.2413793103448276
239,17_9_s,17,13,2_17_s,2,0.5384615384615384,0.2413793103448276
239,17_9_s,17,14,3_26_s,3,0.5,0.2413793103448276
239,17_9_s,17,15,17_19_s,17,0.5333333333333333,0.27586206896551724
239,17_9_s,17,16,4_20_s,4,0.5,0.27586206896551724
239,17_9_s,17,17,2_24_s,2,0.47058823529411764,0.27586206896551724
239,17_9_s,17,18,17_12_s,17,0.5,0.3103448275862069
239,17_9_s,17,19,4_22_s,4,0.47368421052631576,0.3103448275862069
239,17_9_s,17,20,2_27_s,2,0.45,0.3103448275862069
476,6_15_s,6,1,20_14_s,20,0.0,0.0
476,6_15_s,6,2,6_3_s,6,0.5,0.034482758620689655
476,6_15_s,6,3,6_2_s,6,0.6666666666666666,0.06896551724137931
476,6_15_s,6,4,7_16_s,7,0.5,0.06896551724137931
476,6_15_s,6,5,19_26_s,19,0.4,0.06896551724137931
476,6_15_s,6,6,19_17_s,19,0.3333333333333333,0.06896551724137931
476,6_15_s,6,7,7_18_s,7,0.2857142857142857,0.06896551724137931
476,6_15_s,6,8,6_27_s,6,0.375,0.10344827586206896
476,6_15_s,6,9,8_4_s,8,0.3333333333333333,0.10344827586206896
476,6_15_s,6,10,13_3_s,13,0.3,0.10344827586206896
476,6_15_s,6,11,13_22_s,13,0.2727272727272727,0.10344827586206896
476,6_15_s,6,12,7_19_s,7,0.25,0.10344827586206896
476,6_15_s,6,13,5_12_s,5,0.23076923076923078,0.10344827586206896
476,6_15_s,6,14,7_7_s,7,0.21428571428571427,0.10344827586206896
476,6_15_s,6,15,8_26_s,8,0.2,0.10344827586206896
476,6_15_s,6,16,19_25_s,19,0.1875,0.10344827586206896
476,6_15_s,6,17,13_17_s,13,0.17647058823529413,0.10344827586206896
476,6_15_s,6,18,8_28_s,8,0.16666666666666666,0.10344827586206896
476,6_15_s,6,19,6_28_s,6,0.21052631578947367,0.13793103448275862
476,6_15_s,6,20,7_3_s,7,0.2,0.13793103448275862
87,12_33_s,12,1,20_14_s,20,0.0,0.0
87,12_33_s,12,2,7_3_s,7,0.0,0.0
87,12_33_s,12,3,7_4_s,7,0.0,0.0
87,12_33_s,12,4,2_5_s,2,0.0,0.0
87,12_33_s,12,5,2_16_s,2,0.0,0.0
87,12_33_s,12,6,8_26_s,8,0.0,0.0
87,12_33_s,12,7,7_18_s,7,0.0,0.0
87,12_33_s,12,8,7_2_s,7,0.0,0.0
87,12_33_s,12,9,4_19_s,4,0.0,0.0
87,12_33_s,12,10,19_25_s,19,0.0,0.0
87,12_33_s,12,11,2_23_s,2,0.0,0.0
87,12_33_s,12,12,3_8_s,3,0.0,0.0
87,12_33_s,12,13,2_12_s,2,0.0,0.0
87,12_33_s,12,14,7_15_s,7,0.0,0.0
87,12_33_s,12,15,20_11_s,20,0.0,0.0
87,12_33_s,12,16,6_15_s,6,0.0,0.0
87,12_33_s,12,17,8_2_s,8,0.0,0.0
87,12_33_s,12,18,14_4_s,14,0.0,0.0
87,12_33_s,12,19,19_6_s,19,0.0,0.0
87,12_33_s,12,20,7_24_s,7,0.0,0.0
308,1_18_s,1,1,19_21_s,19,0.0,0.0
308,1_18_s,1,2,6_26_s,6,0.0,0.0
308,1_18_s,1,3,14_18_s,14,0.0,0.0
308,1_18_s,1,4,19_26_s,19,0.0,0.0
308,1_18_s,1,5,19_17_s,19,0.0,0.0
308,1_18_s,1,6,9_9_s,9,0.0,0.0
308,1_18_s,1,7,19_18_s,19,0.0,0.0
308,1_18_s,1,8,14_11_s,14,0.0,0.0
308,1_18_s,1,9,1_23_s,1,0.1111111111111111,0.034482758620689655
308,1_18_s,1,10,14_5_s,14,0.1,0.034482758620689655
308,1_18_s,1,11,6_15_s,6,0.09090909090909091,0.034482758620689655
308,1_18_s,1,12,7_16_s,7,0.08333333333333333,0.034482758620689655
308,1_18_s,1,13,20_14_s,20,0.07692307692307693,0.034482758620689655
308,1_18_s,1,14,9_8_s,9,0.07142857142857142,0.034482758620689655
308,1_18_s,1,15,7_19_s,7,0.06666666666666667,0.034482758620689655
308,1_18_s,1,16,16_21_s,16,0.0625,0.034482758620689655
308,1_18_s,1,17,2_23_s,2,0.058823529411764705,0.034482758620689655
308,1_18_s,1,18,16_22_s,16,0.05555555555555555,0.034482758620689655
308,1_18_s,1,19,8_15_s,8,0.05263157894736842,0.034482758620689655
308,1_18_s,1,20,16_20_s,16,0.05,0.034482758620689655
581,9_29_s,9,1,9_28_s,9,1.0,0.034482758620689655
581,9_29_s,9,2,1_13_s,1,0.5,0.034482758620689655
581,9_29_s,9,3,14_7_s,14,0.3333333333333333,0.034482758620689655
581,9_29_s,9,4,9_30_s,9,0.5,0.06896551724137931
581,9_29_s,9,5,16_22_s,16,0.4,0.06896551724137931
581,9_29_s,9,6,9_17_s,9,0.5,0.10344827586206896
581,9_29_s,9,7,18_29_s,18,0.42857142857142855,0.10344827586206896
581,9_29_s,9,8,16_21_s,16,0.375,0.10344827586206896
581,9_29_s,9,9,2_3_s,2,0.3333333333333333,0.10344827586206896
581,9_29_s,9,10,14_17_s,14,0.3,0.10344827586206896
581,9_29_s,9,11,14_8_s,14,0.2727272727272727,0.10344827586206896
581,9_29_s,9,12,14_11_s,14,0.25,0.10344827586206896
581,9_29_s,9,13,19_10_s,19,0.23076923076923078,0.10344827586206896
581,9_29_s,9,14,14_5_s,14,0.21428571428571427,0.10344827586206896
581,9_29_s,9,15,8_27_s,8,0.2,0.10344827586206896
581,9_29_s,9,16,10_26_s,10,0.1875,0.10344827586206896
581,9_29_s,9,17,16_27_s,16,0.17647058823529413,0.10344827586206896
581,9_29_s,9,18,14_22_s,14,0.16666666666666666,0.10344827586206896
581,9_29_s,9,19,6_4_s,6,0.15789473684210525,0.10344827586206896
581,9_29_s,9,20,19_26_s,19,0.15,0.10344827586206896
441,5_10_s,5,1,6_15_s,6,0.0,0.0
441,5_10_s,5,2,20_14_s,20,0.0,0.0
441,5_10_s,5,3,6_2_s,6,0.0,0.0
441,5_10_s,5,4,19_17_s,19,0.0,0.0
441,5_10_s,5,5,7_7_s,7,0.0,0.0
441,5_10_s,5,6,16_27_s,16,0.0,0.0
441,5_10_s,5,7,7_27_s,7,0.0,0.0
441,5_10_s,5,8,15_1_s,15,0.0,0.0
441,5_10_s,5,9,5_12_s,5,0.1111111111111111,0.034482758620689655
441,5_10_s,5,10,6_22_s,6,0.1,0.034482758620689655
441,5_10_s,5,11,7_16_s,7,0.09090909090909091,0.034482758620689655
441,5_10_s,5,12,6_7_s,6,0.08333333333333333,0.034482758620689655
441,5_10_s,5,13,3_8_s,3,0.07692307692307693,0.034482758620689655
441,5_10_s,5,14,19_30_s,19,0.07142857142857142,0.034482758620689655
441,5_10_s,5,15,16_21_s,16,0.06666666666666667,0.034482758620689655
441,5_10_s,5,16,16_22_s,16,0.0625,0.034482758620689655
441,5_10_s,5,17,5_4_s,5,0.11764705882352941,0.06896551724137931
441,5_10_s,5,18,17_30_s,17,0.1111111111111111,0.06896551724137931
441,5_10_s,5,19,19_25_s,19,0.10526315789473684,0.06896551724137931
441,5_10_s,5,20,19_26_s,19,0.1,0.06896551724137931
146,14_29_s,14,1,8_30_s,8,0.0,0.0
146,14_29_s,14,2,7_16_s,7,0.0,0.0
146,14_29_s,14,3,8_29_s,8,0.0,0.0
146,14_29_s,14,4,14_28_s,14,0.25,0.034482758620689655
146,14_29_s,14,5,7_1_s,7,0.2,0.034482758620689655
146,14_29_s,14,6,12_13_s,12,0.16666666666666666,0.034482758620689655
146,14_29_s,14,7,19_2_s,19,0.14285714285714285,0.034482758620689655
146,14_29_s,14,8,6_11_s,6,0.125,0.034482758620689655
146,14_29_s,14,9,14_13_s,14,0.2222222222222222,0.06896551724137931
146,14_29_s,14,10,20_14_s,20,0.2,0.06896551724137931
146,14_29_s,14,11,20_16_s,20,0.18181818181818182,0.06896551724137931
146,14_29_s,14,12,7_3_s,7,0.16666666666666666,0.06896551724137931
146,14_29_s,14,13,12_1_s,12,0.15384615384615385,0.06896551724137931
146,14_29_s,14,14,6_2_s,6,0.14285714285714285,0.06896551724137931
146,14_29_s,14,15,6_15_s,6,0.13333333333333333,0.06896551724137931
146,14_29_s,14,16,7_7_s,7,0.125,0.06896551724137931
146,14_29_s,14,17,7_5_s,7,0.11764705882352941,0.06896551724137931
146,14_29_s,14,18,6_21_s,6,0.1111111111111111,0.06896551724137931
146,14_29_s,14,19,8_26_s,8,0.10526315789473684,0.06896551724137931
146,14_29_s,14,20,6_23_s,6,0.1,0.06896551724137931
541,8_1_s,8,1,15_20_s,15,0.0,0.0
541,8_1_s,8,2,15_19_s,15,0.0,0.0
541,8_1_s,8,3,8_19_s,8,0.3333333333333333,0.034482758620689655
541,8_1_s,8,4,8_27_s,8,0.5,0.06896551724137931
541,8_1_s,8,5,7_18_s,7,0.4,0.06896551724137931
541,8_1_s,8,6,14_22_s,14,0.3333333333333333,0.06896551724137931
541,8_1_s,8,7,7_6_s,7,0.2857142857142857,0.06896551724137931
541,8_1_s,8,8,8_10_s,8,0.375,0.10344827586206896
541,8_1_s,8,9,8_4_s,8,0.4444444444444444,0.13793103448275862
541,8_1_s,8,10,7_19_s,7,0.4,0.13793103448275862
541,8_1_s,8,11,6_15_s,6,0.36363636363636365,0.13793103448275862
541,8_1_s,8,12,8_28_s,8,0.4166666666666667,0.1724137931034483
541,8_1_s,8,13,8_15_s,8,0.46153846153846156,0.20689655172413793
541,8_1_s,8,14,13_5_s,13,0.42857142857142855,0.20689655172413793
541,8_1_s,8,15,17_13_s,17,0.4,0.20689655172413793
541,8_1_s,8,16,13_3_s,13,0.375,0.20689655172413793
541,8_1_s,8,17,7_16_s,7,0.35294117647058826,0.20689655172413793
541,8_1_s,8,18,6_4_s,6,0.3333333333333333,0.20689655172413793
541,8_1_s,8,19,8_11_s,8,0.3684210526315789,0.2413793103448276
541,8_1_s,8,20,7_3_s,7,0.35,0.2413793103448276
72,12_1_s,12,1,18_1_s,18,0.0,0.0
72,12_1_s,12,2,8_7_s,8,0.0,0.0
72,12_1_s,12,3,14_13_s,14,0.0,0.0
72,12_1_s,12,4,8_23_s,8,0.0,0.0
72,12_1_s,12,5,8_26_s,8,0.0,0.0
72,12_1_s,12,6,8_10_s,8,0.0,0.0
72,12_1_s,12,7,16_1_s,16,0.0,0.0
72,12_1_s,12,8,8_29_s,8,0.0,0.0
72,12_1_s,12,9,8_9_s,8,0.0,0.0
72,12_1_s,12,10,12_9_s,12,0.1,0.030303030303030304
72,12_1_s,12,11,17_8_s,17,0.09090909090909091,0.030303030303030304
72,12_1_s,12,12,8_24_s,8,0.08333333333333333,0.030303030303030304
72,12_1_s,12,13,8_28_s,8,0.07692307692307693,0.030303030303030304
72,12_1_s,12,14,8_21_s,8,0.07142857142857142,0.030303030303030304
72,12_1_s,12,15,14_29_s,14,0.06666666666666667,0.030303030303030304
72,12_1_s,12,16,19_2_s,19,0.0625,0.030303030303030304
72,12_1_s,12,17,6_11_s,6,0.058823529411764705,0.030303030303030304
72,12_1_s,12,18,14_4_s,14,0.05555555555555555,0.030303030303030304
72,12_1_s,12,19,6_14_s,6,0.05263157894736842,0.030303030303030304
72,12_1_s,12,20,6_4_s,6,0.05,0.030303030303030304
444,5_13_s,5,1,5_11_s,5,1.0,0.034482758620689655
444,5_13_s,5,2,5_16_s,5,1.0,0.06896551724137931
444,5_13_s,5,3,5_15_s,5,1.0,0.10344827586206896
444,5_13_s,5,4,3_1_s,3,0.75,0.10344827586206896
444,5_13_s,5,5,20_19_s,20,0.6,0.10344827586206896
444,5_13_s,5,6,19_26_s,19,0.5,0.10344827586206896
444,5_13_s,5,7,20_11_s,20,0.42857142857142855,0.10344827586206896
444,5_13_s,5,8,9_6_s,9,0.375,0.10344827586206896
444,5_13_s,5,9,3_25_s,3,0.3333333333333333,0.10344827586206896
444,5_13_s,5,10,7_4_s,7,0.3,0.10344827586206896
444,5_13_s,5,11,20_8_s,20,0.2727272727272727,0.10344827586206896
444,5_13_s,5,12,2_5_s,2,0.25,0.10344827586206896
444,5_13_s,5,13,2_4_s,2,0.23076923076923078,0.10344827586206896
444,5_13_s,5,14,20_14_s,20,0.21428571428571427,0.10344827586206896
444,5_13_s,5,15,4_9_s,4,0.2,0.10344827586206896
444,5_13_s,5,16,6_1_s,6,0.1875,0.10344827586206896
444,5_13_s,5,17,7_18_s,7,0.17647058823529413,0.10344827586206896
444,5_13_s,5,18,2_10_s,2,0.16666666666666666,0.10344827586206896
