query_index,query_id,query_class,rank,candidate_id,candidate_class,precision,recall
258,18_27_s,18,1,6_23_s,6,0.0,0.0
258,18_27_s,18,2,7_17_s,7,0.0,0.0
258,18_27_s,18,3,6_1_s,6,0.0,0.0
258,18_27_s,18,4,20_14_s,20,0.0,0.0
258,18_27_s,18,5,6_21_s,6,0.0,0.0
258,18_27_s,18,6,14_29_s,14,0.0,0.0
258,18_27_s,18,7,6_15_s,6,0.0,0.0
258,18_27_s,18,8,19_13_s,19,0.0,0.0
258,18_27_s,18,9,6_2_s,6,0.0,0.0
258,18_27_s,18,10,19_26_s,19,0.0,0.0
258,18_27_s,18,11,20_11_s,20,0.0,0.0
258,18_27_s,18,12,6_8_s,6,0.0,0.0
258,18_27_s,18,13,12_1_s,12,0.0,0.0
258,18_27_s,18,14,19_25_s,19,0.0,0.0
258,18_27_s,18,15,7_18_s,7,0.0,0.0
258,18_27_s,18,16,6_27_s,6,0.0,0.0
258,18_27_s,18,17,19_17_s,19,0.0,0.0
258,18_27_s,18,18,7_20_s,7,0.0,0.0
258,18_27_s,18,19,19_21_s,19,0.0,0.0
258,18_27_s,18,20,8_26_s,8,0.0,0.0
140,14_23_s,14,1,8_26_s,8,0.0,0.0
140,14_23_s,14,2,16_22_s,16,0.0,0.0
140,14_23_s,14,3,16_27_s,16,0.0,0.0
140,14_23_s,14,4,3_8_s,3,0.0,0.0
140,14_23_s,14,5,8_27_s,8,0.0,0.0
140,14_23_s,14,6,8_28_s,8,0.0,0.0
140,14_23_s,14,7,7_19_s,7,0.0,0.0
140,14_23_s,14,8,14_15_s,14,0.125,0.034482758620689655
140,14_23_s,14,9,6_2_s,6,0.1111111111111111,0.034482758620689655
140,14_23_s,14,10,10_22_s,10,0.1,0.034482758620689655
140,14_23_s,14,11,14_20_s,14,0.18181818181818182,0.06896551724137931
140,14_23_s,14,12,17_3_s,17,0.16666666666666666,0.06896551724137931
140,14_23_s,14,13,17_24_s,17,0.15384615384615385,0.06896551724137931
140,14_23_s,14,14,19_10_s,19,0.14285714285714285,0.06896551724137931
140,14_23_s,14,15,15_23_s,15,0.13333333333333333,0.06896551724137931
140,14_23_s,14,16,14_11_s,14,0.1875,0.10344827586206896
140,14_23_s,14,17,8_10_s,8,0.17647058823529413,0.10344827586206896
140,14_23_s,14,18,7_18_s,7,0.16666666666666666,0.10344827586206896
140,14_23_s,14,19,20_14_s,20,0.15789473684210525,0.10344827586206896
140,14_23_s,14,20,14_16_s,14,0.2,0.13793103448275862
215,17_15_s,17,1,17_16_s,17,1.0,0.034482758620689655
215,17_15_s,17,2,17_17_s,17,1.0,0.06896551724137931
